symbol,year,quarter,category,company_name,sector,success,error,time_seconds,prediction,confidence,direction_score,actual_return_30d_pct,correct,trade_long,trade_long_tier,summary,input_tokens,output_tokens,cost_usd,risk_code,long_block_reason,eps_surprise,earnings_day_return,pre_earnings_5d_return,computed_positives,computed_vetoes,le_DirectionScore,le_LongEligible,le_HardPositivesCount,le_HardVetoCount,le_GuidanceRaised,le_DemandAcceleration,le_MarginExpansion,le_FCFImprovement,le_VisibilityImproving,le_GuidanceCut,le_DemandSoftness,le_MarginWeakness,le_CashBurn,le_VisibilityWorsening,le_PricedInRisk,reaction_date
VTR,2018,3,GAINER,Ventas,Real Estate,True,,74.62508702278137,UP,0.6,6.0,13.9719,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they affirmed / slightly raised full-year normalized FFO guidance, highlighted strong pockets (life-science and office leasing, high pre-leasing on new assets) and longer-term partnership / acquisition opportunities, while also calling out wage cost pressure, localized NOI declines and SHOP weakness. Main upside drivers: modest EPS beat, improved/confirmed FY FFO range ($4.03–$4.07), strong same-store NOI in life-science/office and ",5369,1498,0.004338,medium,HAS_VETOES,0.0206185567010309,-0.1933,1.52,3,2,6.0,NO,3.0,2.0,YES,YES,NO,UNKNOWN,YES,NO,YES,YES,UNKNOWN,NO,Medium,2018-07-27
GEN,2017,4,LOSER,Gen Digital,Technology,True,,77.15159583091736,DOWN,0.3,3.0,-13.9107,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — the market reaction (-5.07% on the earnings day) and lack of any disclosed upbeat guidance suggest management framed the near-term outlook conservatively. Main upside drivers: modest pre-earnings momentum (+3.82%) and any quick post-close clarification or analyst relief could produce a short squeeze. Main downside drivers: the strong intra-day sell-off indicates either an operational/earnings shortfall or cautious/flat guidance, limit",3212,1471,0.003745,high,HIGH_RISK,,-5.0694,3.82,0,1,3.0,NO,0.0,1.0,NO,NO,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,High,2017-11-01
LHX,2017,2,GAINER,L3Harris,Industrials,True,,75.11220979690552,UP,0.6,6.0,10.2917,True,False,,"**PART 1 - Analysis:**
Management tone: Balanced — the call produced a modest EPS beat and a small positive market reaction, but there is no evidence management delivered an upbeat, raised-guidance narrative. Key upside drivers: modest EPS surprise (+0.03), positive intraday move (+3.09%), and only a small pre-run-up (+3.7%) leaving limited short-term “priced-in” risk. Key downside drivers: no indication of a guidance raise or materially improved visibility (sell-the-news risk), and the beat was",3233,1257,0.003322,low,D6_POSITIVES_LOW,0.0289855072463768,3.0934,3.7,0,0,6.0,NO,0.0,0.0,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,UNKNOWN,UNKNOWN,NO,Low,2017-05-03
PGR,2017,3,GAINER,Progressive Corporation,Financial Services,True,,73.02380108833313,DOWN,0.4,4.0,11.9448,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they emphasize growth initiatives (nationwide HomeQuote, strong digital lead, doubling Platinum agents) and strategic moves (planned ASI ownership) while acknowledging near-term weather losses and reserve uncertainty. Main upside drivers: 30% YoY household policies growth, expanding direct/agent distribution and completed product rollouts that should support premium growth. Main downside drivers: a large one-off Irma property hit (>",5273,1425,0.004168,low,HAS_VETOES,,1.7035,2.56,1,1,4.0,NO,1.0,1.0,NO,YES,NO,UNKNOWN,UNKNOWN,NO,NO,YES,UNKNOWN,NO,Low,2017-07-18
DVA,2017,3,GAINER,DaVita,Healthcare,True,,80.8797550201416,DOWN,0.3,3.0,21.9471,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — the company missed EPS (0.81 vs. 0.94) and the market reacted sharply negative (-7.84% on the announcement), and there are no signs of an aggressive, upbeat guidance reset in the provided notes. Main upside drivers over the next 30 days: potential technical/mean-reversion bounce after a large one-day decline and any analyst comments that downplay the miss as one-off. Main downside drivers: the EPS miss itself, high sell-the-news react",3233,1255,0.003318,high,HIGH_RISK,-0.1382978723404254,-7.8358,-2.93,0,1,3.0,NO,0.0,1.0,NO,NO,NO,UNKNOWN,NO,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,High,2017-08-01
CPRT,2018,1,GAINER,Copart,Consumer Cyclical,True,,66.36629128456116,DOWN,0.4,4.0,18.6275,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — they highlighted strong top-line and unit growth but repeatedly referenced the Hurricane Harvey impact, inventory build, and cautious operational effects while continuing to invest in capacity. Main upside drivers: robust 21% revenue growth, 10% global unit growth (11% U.S.), service-revenue expansion, and improved operating cash flow. Main downside drivers: gross-margin compression (42.0% → 38.9%), inventory growth (17.5% total; even",5342,1497,0.00433,medium,HAS_VETOES,0.1428571428571427,11.6558,14.02,1,1,4.0,NO,1.0,1.0,NO,YES,NO,NO,NO,NO,NO,YES,NO,UNKNOWN,Medium,2018-02-26
TRGP,2018,3,LOSER,Targa Resources,Energy,True,,83.36537098884583,DOWN,0.4,4.0,-35.6051,True,False,,"**PART 1 - Analysis:**
Management tone is Moderately optimistic — they highlighted a ""record"" adjusted EBITDA, sequential volume gains and multiple project start-ups, but provided no material upward guidance and disclosed financing/one-time items (earnout mark, ATM equity issuance). Main upside drivers: record EBITDA (+29% YoY, +10% seq), rising distributable cash flow, fractionation and export volume growth, strong liquidity and recent asset monetizations. Main downside drivers: an EPS miss, mo",5349,1544,0.004425,high,HIGH_RISK,-4.428571428571428,-1.3781,-0.68,4,0,4.0,NO,4.0,0.0,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,High,2018-08-09
PGR,2018,3,LOSER,Progressive Corporation,Financial Services,True,,204.9384799003601,UP,0.7,7.0,-11.5295,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — commentary emphasized rapid PIF and premium growth, product rollout cadence (8.5/8.6/8.7), and clear growth targets, with only operational/capital comments (debt raise, combined-ratio target) that are prudent rather than cautious. Main upside drivers: accelerating policies-in-force and TTM net written premium >$30B with a stated ~$6B incremental premium this year, plus faster model deployment and multi-product rollout that can drive",5281,1419,0.004158,medium,D7_EPS_MISSING,,-0.956,0.12,2,0,7.0,NO,2.0,0.0,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,Medium,2018-07-17
NCLH,2018,2,GAINER,Norwegian Cruise Line Holdings,Consumer Cyclical,True,,51.29115104675293,UP,0.7,7.0,18.2914,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they reported a record quarter, raised yield guidance, provided confident FY EPS range and highlighted strong advance bookings, while still calling out cost pressures (higher non-fuel costs, higher fuel per ton vs prior year), dry-dock drag and a modest H2 itinerary-related EPS headwind. Main upside drivers: clear EPS beat, upgraded yield/FY outlook, very strong advance ticket sales (+26%) and opportunistic buybacks. Main downside d",5455,1204,0.003772,low,HAS_VETOES,0.1862745098039215,4.1283,2.56,3,1,7.0,NO,3.0,1.0,YES,YES,NO,UNKNOWN,YES,NO,NO,YES,NO,NO,Low,2018-05-02
CHTR,2018,4,GAINER,Charter Communications,Communication Services,True,,89.98788714408875,DOWN,0.4,4.0,22.7691,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — management emphasized completion of integration items (all-digital, DOCSIS 3.1, 70% migration to Spectrum pricing) and operational improvements while acknowledging cost baselines (programming mid-single-digits) and mobile profitability headwinds. Main upside drivers: strong internet net adds (329k in Q4, +1.3M full year) and migration/lower near-term CapEx that should support ARPU and free cash flow over time. Main downside drivers:",5237,1713,0.004735,high,HIGH_RISK,-0.1456953642384106,14.1906,15.12,1,1,4.0,NO,1.0,1.0,NO,NO,NO,UNKNOWN,YES,NO,NO,YES,UNKNOWN,NO,High,2018-10-26
FTV,2018,4,GAINER,Fortive,Technology,True,,72.092529296875,DOWN,0.4,4.0,10.9951,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — the team emphasized near-term execution risks, the timing/dependency of an acquisition, and a more conservative FY19 posture even while reporting a solid quarter. Upside drivers: a modest EPS beat, 11.4% revenue growth (core revenue +7.4%), sustained gross margins >50%, operating margin expansion, and strong free cash flow (Q4 FCF $387m; full-year FCF +20%). Downside drivers: guidance framed conservatively (no clear raise), a meaningf",5255,1976,0.005266,low,HAS_VETOES,0.0581395348837209,3.2176,-0.76,3,2,4.0,NO,3.0,2.0,NO,YES,YES,YES,NO,NO,YES,NO,NO,YES,Low,2018-10-25
MTCH,2017,4,GAINER,Match Group,Communication Services,True,,78.7866141796112,DOWN,0.5,5.0,32.8924,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — management highlighted strong Tinder-led growth and cash flow but repeatedly took a conservative stance on renewals, called out higher Tinder operating costs, stock‑based comp and regulatory/seasonality impacts. Upside drivers: clear acceleration in revenue (28% YoY), robust subscriber adds (7M avg, Tinder net adds high), huge Tinder ARPU rebound (+32% YoY), and materially improved operating cash flow / free cash flow. Downside driver",5319,1822,0.004974,low,HAS_VETOES,0.2727272727272725,8.3283,3.12,2,1,5.0,NO,2.0,1.0,NO,YES,NO,YES,NO,NO,NO,YES,NO,UNKNOWN,Low,2017-11-08
MHK,2018,3,LOSER,Mohawk Industries,Consumer Cyclical,True,,109.97406697273254,DOWN,0.3,3.0,-21.0631,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — the earnings produced an EPS miss and the market reaction (large pre-drop and a steep intraday decline) implies management commentary was not reassuring about the near-term. Main upside driver: possible technical/oversold bounce after a very large one-day sell-off. Main downside drivers: EPS came in below estimates, the stock suffered a very large pre-earnings decline and a ~24% drop on the print (high-priced-in risk), and no evidence",3233,1387,0.003582,high,HIGH_RISK,-0.0810055865921787,-23.8565,-23.47,0,0,3.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,High,2018-07-25
EOG,2018,3,LOSER,EOG Resources,Energy,True,,78.57908868789673,DOWN,0.3,3.0,-12.0498,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — the market reaction (−4.25% on the day despite an EPS beat) and absence of any reported upbeat guidance indicate management framed the quarter with caution/uncertainty rather than bullish language. Key upside drivers: a modest EPS beat (+$0.15 vs est) and solid reported revenue ($5.732B, EPS $2.72). Key downside drivers: strong intraday sell-off (market punished the print), likely cautious or merely in-line forward commentary (sell-th",3233,1155,0.003118,high,HIGH_RISK,0.1513157894736842,-4.2474,-3.95,0,0,3.0,NO,0.0,0.0,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,High,2018-08-02
WBD,2017,2,LOSER,Warner Bros. Discovery,Communication Services,True,,85.14077186584473,DOWN,0.3,3.0,-10.2823,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious. Key downside drivers: an EPS miss (0.68 vs. 0.72), a large pre-earnings sell-off (-11.46% over 5 days) and negative/weak EPS on the financials (YoY EPS weakness), with no evidence of an upward guidance surprise. Small upside/relief factors: a modest earnings-day bounce (+2.19%) suggesting the print was ""less bad than feared"" for some investors. Overall the negative surprises and momentum risk dominate for the next 30 trading days.

**P",3233,1839,0.004486,high,HIGH_RISK,-0.0555555555555554,2.1913,-11.46,0,3,3.0,NO,0.0,3.0,UNKNOWN,NO,NO,UNKNOWN,NO,UNKNOWN,YES,YES,UNKNOWN,YES,High,2017-05-09
MGM,2018,1,LOSER,MGM Resorts,Consumer Cyclical,True,,76.41922664642334,DOWN,0.3,3.0,-12.8786,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — the market reaction and facts imply management framed the quarter with caution/uncertainty rather than optimism. Key upside drivers: a small reported EPS beat and large revenue base that could limit downside. Key downside drivers: a large pre-earnings negative move (-9.2%), a steep earnings-day sell-off (-8.6%), negative EPS year-over-year (eps = -1.05) suggesting profitability/earnings-quality concerns, and likely conservative/weak f",3233,1380,0.003568,high,HIGH_RISK,0.1379310344827587,-8.6046,-9.2,0,3,3.0,NO,0.0,3.0,NO,NO,NO,UNKNOWN,NO,UNKNOWN,YES,YES,UNKNOWN,YES,High,2018-02-20
INTC,2018,2,LOSER,Intel,Technology,True,,114.12351489067078,UP,0.7,7.0,-11.2347,False,False,,"**PART 1 - Analysis:**
Management tone: Very optimistic — they explicitly raised full-year outlook and repeatedly framed demand as strong (“robust cloud demand”, DCG/IoT/Mobileye accelerating). Main upside drivers: raised guidance, clear demand acceleration in data-centric businesses (DCG +27%, cloud +41%), and meaningful margin expansion in DCG (49% operating margin; DCG operating income +65%). Main downside/market-risk: the market sold off hard on the print (earnings-day -8.6%) which signals e",5237,1481,0.004271,high,HIGH_RISK,0.0833333333333334,-8.589,0.35,4,0,7.0,NO,4.0,0.0,YES,YES,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,High,2018-04-26
GD,2018,3,LOSER,General Dynamics,Industrials,True,,63.17907691001892,DOWN,0.3,3.0,-10.8495,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — the market reaction (large intraday drop despite a small EPS beat) and the likely in‑line / conservative forward commentary indicate management emphasized uncertainty/headwinds rather than upside. Upside drivers: small EPS beat and solid reported revenue. Downside drivers: sharp pre-earnings weakness (-10.6% five‑day), big negative earnings‑day move (-7.7%), likely in‑line or cautious guidance/visibility, and no clear evidence of acce",3233,1250,0.003308,high,HIGH_RISK,0.0471014492753624,-7.7284,-10.63,0,2,3.0,NO,0.0,2.0,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,High,2018-07-25
WYNN,2017,4,LOSER,Wynn Resorts,Consumer Cyclical,True,,82.02296090126038,DOWN,0.4,4.0,-13.7376,True,False,,"**PART 1 - Analysis:**
Management tone is Moderately optimistic — they repeatedly cite improving daily operating profit (≈$4M/day in Dec to >$5M/day in Jan), market-share gains in Macau (Wynn Palace to 17%), and near-term catalysts (Chinese New Year, openings of new space/restaurants, Boston topping out). However, the stock ran up ~15.5% into the print, the EPS beat was tiny (+$0.03) and there is no evidence management materially raised forward guidance, creating a classic ""buy the rumor, sell t",5484,1015,0.003401,high,HIGH_RISK,0.0294117647058822,-0.1434,15.54,3,0,4.0,NO,3.0,0.0,NO,YES,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,High,2017-10-26
PAYC,2018,4,GAINER,Paycom,Technology,True,,85.18798422813416,UP,0.6,6.0,21.0818,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — the team sounded confident, increased fiscal-2019 targets for revenue and adjusted gross margin, and highlighted durable metrics (98% recurring revenue, 32% revenue growth). Main upside drivers: strong revenue acceleration (Q4 +32% / FY +31%), very high adjusted gross margin (~84–85%), heavy recurring revenue mix, and apparent guidance/target upgrades. Main downside drivers: rising adjusted administrative and operating expenses that",5581,2133,0.005661,medium,HAS_VETOES,0.0892857142857141,7.7599,10.79,4,1,6.0,NO,4.0,1.0,YES,YES,YES,UNKNOWN,YES,NO,NO,YES,NO,NO,Medium,2018-10-30
RCL,2018,1,LOSER,Royal Caribbean Group,Consumer Cyclical,True,,74.98479294776917,DOWN,0.4,4.0,-12.6677,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — market reaction (large intraday sell-off despite a small EPS beat) implies guidance or commentary downplayed near-term visibility and demand. Main upside drivers: modest EPS beat (+0.12) and solid reported revenue (~$5.14B). Main downside drivers: negative pre-earnings momentum (-4.28%), earnings-day drop (-4.69%) which signals sell-the-news and/or cautious guidance, and no evidence of raised guidance or accelerating demand.

**PART 2",3233,1246,0.0033,high,HIGH_RISK,0.1237113402061856,-4.6924,-4.28,0,1,4.0,NO,0.0,1.0,NO,UNKNOWN,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,High,2018-01-24
J,2018,2,GAINER,Jacobs Solutions,Industrials,True,,75.85079598426819,UP,0.6,6.0,15.6683,True,False,,"**PART 1 - Analysis:**
Management tone: Balanced — the materials show a modest beat on EPS and a strong intraday market reaction but there is no evidence management raised forward guidance or used explicitly optimistic language; nothing points to overt caution either. Upside drivers: a clear EPS beat (actual 1.00 vs est 0.87) and a large positive earnings-day reaction (+9.51%) that can sustain short-term momentum. Downside drivers: a pre-earnings run-up (+6.36%) that increases sell-the-news risk",3233,1338,0.003484,medium,D6_POSITIVES_LOW,0.1494252873563218,9.5076,6.36,0,0,6.0,NO,0.0,0.0,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,NO,NO,Medium,2018-05-08
META,2018,2,LOSER,Meta Platforms,Communication Services,True,,73.67181372642517,DOWN,0.3,3.0,-25.0391,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — the call highlights decelerating revenue growth ahead and materially higher expense/headcount guidance (multiple mentions of margin pressure, higher tax rate and continued elevated CapEx). Bullish near-term drivers: very strong Q (revenue +42% YoY, ad revenue and mobile ad strength, DAU/MAU scale, positive FCF and active buybacks). Bearish near-term drivers: expenses (+50%) and headcount (+47%) rising faster than revenue (margin squee",5186,1593,0.004483,high,HIGH_RISK,0.0116279069767441,-18.9609,3.89,0,3,3.0,NO,0.0,3.0,NO,NO,NO,UNKNOWN,NO,NO,YES,YES,NO,YES,High,2018-04-25
